TARGET_CLASS,search_budget,Total_Time,Length,Size,LineCoverage,BranchCoverage,OutputCoverage,WeakMutationScore,Implicit_MethodExceptions,MutationScore
net.sourceforge.nekomud.nio.Connection,180,207435,36,10,0.5882352941176471,0.5789473684210527,0.07142857142857142,0.4146341463414634,5,0.16541353383458646
oasis.names.tc.ciq.xsdschema.xal._2.ThoroughfarePostDirectionType,180,194346,26,10,1.0,1.0,0.7333333333333333,1.0,0,1.0
oasis.names.tc.ciq.xsdschema.xal._2.ThoroughfareNumberSuffix,180,195464,37,14,1.0,1.0,0.7777777777777778,1.0,0,0.8571428571428571
com.soops.CEN4010.JMCA.JParser.JavaParserTokenManager,180,254256,52,19,0.11213047910295616,0.11540714704159344,0.5,0.08294930875576037,3,0.03206122660047575
oasis.names.tc.ciq.xsdschema.xal._2.ThoroughfareNumber,180,197436,60,23,1.0,1.0,0.8518518518518519,1.0,0,0.9230769230769231
oasis.names.tc.ciq.xsdschema.xal._2.XAL,180,198715,30,8,1.0,1.0,0.5238095238095238,1.0,0,1.0
oasis.names.tc.ciq.xsdschema.xal._2.Department,180,201369,66,21,1.0,1.0,0.5806451612903226,1.0,0,0.8787878787878788
oasis.names.tc.ciq.xsdschema.xal._2.Thoroughfare,180,230727,250,92,1.0,1.0,0.6133333333333333,0.9957983193277311,0,0.7142857142857143
oasis.names.tc.ciq.xsdschema.xal._2.AdministrativeArea,180,213720,144,52,1.0,1.0,0.6341463414634146,1.0,0,0.7835051546391752
oasis.names.tc.ciq.xsdschema.xal._2.Premise,180,223607,214,75,1.0,1.0,0.5641025641025641,1.0,0,0.8402555910543131
oasis.names.tc.ciq.xsdschema.xal._2.ThoroughfareTrailingTypeType,180,191652,30,11,1.0,1.0,0.7333333333333333,1.0,0,0.8
oasis.names.tc.ciq.xsdschema.xal._2.ThoroughfareNameType,180,193078,28,11,1.0,1.0,0.7333333333333333,1.0,0,0.8
oasis.names.tc.ciq.xsdschema.xal._2.PremiseNumberPrefix,180,194694,37,14,1.0,1.0,0.7777777777777778,1.0,0,0.8571428571428571
oasis.names.tc.ciq.xsdschema.xal._2.BuildingNameType,180,194277,38,14,1.0,1.0,0.7777777777777778,1.0,0,0.8571428571428571
net.sf.jniinchi.JniInchiOutputStructure,180,40376,46,14,1.0,1.0,1.0,1.0,0,0.26666666666666666
oasis.names.tc.ciq.xsdschema.xal._2.PostalRouteType,180,202017,81,25,1.0,1.0,0.5806451612903226,1.0,0,0.8461538461538461
oasis.names.tc.ciq.xsdschema.xal._2.PostalCode,180,210321,142,49,1.0,1.0,0.5428571428571428,1.0,0,0.7549019607843137
oasis.names.tc.ciq.xsdschema.xal._2.MailStopType,180,203677,75,26,1.0,1.0,0.6,1.0,0,0.7435897435897436
oasis.names.tc.ciq.xsdschema.xal._2.ObjectFactory,180,224639,169,84,1.0,1.0,0.5,1.0,0,1.0
oasis.names.tc.ciq.xsdschema.xal._2.PremiseNumberSuffix,180,196710,38,15,1.0,1.0,0.7777777777777778,1.0,0,0.7142857142857143
oasis.names.tc.ciq.xsdschema.xal._2.ThoroughfareNumberPrefix,180,195004,35,13,1.0,1.0,0.7777777777777778,1.0,0,1.0
oasis.names.tc.ciq.xsdschema.xal._2.CountryName,180,197221,31,12,1.0,1.0,0.7333333333333333,1.0,0,0.6
oasis.names.tc.ciq.xsdschema.xal._2.PostOffice,180,212684,114,38,1.0,1.0,0.6578947368421053,1.0,0,0.7058823529411765
oasis.names.tc.ciq.xsdschema.xal._2.Locality,180,212783,121,41,1.0,1.0,0.7142857142857143,1.0,0,0.6981132075471698
oasis.names.tc.ciq.xsdschema.xal._2.AddressLinesType,180,192945,17,4,1.0,1.0,0.4444444444444444,1.0,0,1.0
module.MessageTimeoutException,180,12912,1,1,1.0,1.0,1.0,1.0,0,1.0
oasis.names.tc.ciq.xsdschema.xal._2.SubPremiseType,180,232881,204,72,1.0,1.0,0.4918032786885246,1.0,0,0.8100358422939068
oasis.names.tc.ciq.xsdschema.xal._2.DependentLocalityType,180,217449,150,53,1.0,1.0,0.7222222222222222,0.9879518072289156,0,0.7951807228915663
com.yahoo.platform.yui.compressor.Bootstrap,180,191972,3,2,0.5714285714285714,1.0,1.0,0.0,1,0.0
com.yahoo.platform.yui.compressor.JavaScriptIdentifier,180,196242,20,8,1.0,1.0,0.8,1.0,0,0.8666666666666667
oasis.names.tc.ciq.xsdschema.xal._2.ThoroughfarePreDirectionType,180,197174,31,12,1.0,1.0,0.7333333333333333,1.0,0,0.6
oasis.names.tc.ciq.xsdschema.xal._2.ThoroughfareLeadingTypeType,180,199239,30,12,1.0,1.0,0.7333333333333333,1.0,0,0.6
module.NetworkException,180,14074,3,2,1.0,1.0,1.0,1.0,0,1.0
greencow.Main,180,9247,3,2,1.0,1.0,1.0,1.0,0,0.0
oasis.names.tc.ciq.xsdschema.xal._2.PostBox,180,214727,131,46,1.0,1.0,0.7222222222222222,1.0,0,0.6166666666666667
com.yahoo.platform.yui.compressor.JarClassLoader,180,196549,8,4,0.4444444444444444,0.32432432432432434,0.25,0.3655913978494624,1,0.11827956989247312
com.soops.CEN4010.JMCA.JParser.JavaCharStream,180,412688,1901,188,0.7892561983471075,0.8379629629629629,0.6666666666666666,0.8603696098562629,24,0.05295566502463054
com.yahoo.platform.yui.compressor.ScriptOrFnScope,180,206761,44,17,0.810126582278481,0.7692307692307693,0.75,0.673469387755102,3,0.46551724137931033
jahuwaldt.plot.AxisLimitData,180,9498,1,1,1.0,1.0,1.0,1.0,0,1.0
net.sf.jniinchi.INCHI_OPTION,180,194670,5,5,1.0,1.0,0.5714285714285714,0.9607843137254902,0,0.5098039215686274
net.sf.jniinchi.INCHI_BOND_TYPE,180,194359,11,9,0.7272727272727273,1.0,0.5,1.0,0,0.8620689655172413
net.sf.jniinchi.INCHI_RET,180,194324,15,12,0.7857142857142857,1.0,0.6428571428571429,1.0,0,0.9538461538461539
net.sf.jniinchi.INCHI_STEREOTYPE,180,194335,11,9,0.7,1.0,0.5,1.0,0,0.8095238095238095
net.sf.jniinchi.JniInchiOutputKey,180,193345,15,7,1.0,1.0,0.7142857142857143,1.0,0,0.6
net.sf.jniinchi.JniInchiBond,180,212894,206,48,1.0,1.0,0.9452054794520548,1.0,5,0.6666666666666666
jahuwaldt.plot.Triangle3Symbol,180,46639,11,3,1.0,1.0,1.0,1.0,2,0.1
net.sf.jniinchi.JniInchiAtom,180,214287,96,40,1.0,1.0,0.875,1.0,1,0.92
jahuwaldt.plot.TabDSymbol,180,44876,12,3,1.0,1.0,1.0,1.0,2,0.05670103092783505
jahuwaldt.plot.ThinRect1Symbol,180,45691,9,2,1.0,1.0,1.0,1.0,2,0.0
net.sf.jniinchi.JniInchiInputInchi,180,195436,20,8,0.8571428571428571,1.0,1.0,1.0,2,0.3333333333333333
jahuwaldt.plot.Triangle1Symbol,180,46584,12,3,1.0,1.0,1.0,1.0,2,0.13333333333333333
net.sf.jniinchi.JniInchiStructure,180,217859,195,48,1.0,1.0,0.9367088607594937,0.9,9,0.65
jahuwaldt.plot.TickMarkData,180,8710,1,1,1.0,1.0,1.0,1.0,0,1.0
net.sf.jniinchi.INCHI_KEY_STATUS,180,195564,13,10,0.7272727272727273,1.0,0.7142857142857143,1.0,0,0.896551724137931
net.sf.jniinchi.JniInchiStereo0D,180,221493,223,52,1.0,1.0,0.8690476190476191,1.0,6,0.5108695652173914
jahuwaldt.plot.TabLSymbol,180,50389,13,3,1.0,1.0,1.0,1.0,2,0.04639175257731959
net.sf.jniinchi.JniInchiInput,180,194224,19,10,0.9375,1.0,1.0,1.0,5,0.3333333333333333
jahuwaldt.plot.RTriangle2Symbol,180,54245,12,3,1.0,1.0,1.0,1.0,2,0.03896103896103896
net.sf.jniinchi.INCHI_PARITY,180,190100,11,9,0.7272727272727273,1.0,0.42857142857142855,1.0,0,0.8620689655172413
net.sf.jniinchi.INCHI_RADICAL,180,192604,10,8,0.7,1.0,0.5,1.0,0,0.8095238095238095
net.sf.jniinchi.JniInchiOutput,180,200183,48,19,1.0,1.0,0.8947368421052632,1.0,0,1.0
module.ModuleRegisterException,180,97675,5,3,0.5,1.0,1.0,1.0,0,1.0
jahuwaldt.plot.TabRSymbol,180,42563,12,3,1.0,1.0,1.0,1.0,2,0.030927835051546393
jahuwaldt.plot.Triangle4Symbol,180,43876,12,3,1.0,1.0,1.0,1.0,2,0.09090909090909091
module.MessageFactory,180,228810,97,33,0.875,1.0,0.5544041450777202,0.9090909090909091,8,0.5
module.BasicRules,180,210740,11,3,0.13793103448275862,0.05063291139240506,0.5,0.10416666666666667,1,0.0625
module.MessageDeliveryException,180,209947,8,3,0.75,1.0,1.0,1.0,0,1.0
module.ModuleInfo,180,218379,27,13,0.9,1.0,0.6666666666666666,1.0,5,0.8461538461538461
jahuwaldt.plot.RTriangle4Symbol,180,49110,12,3,1.0,1.0,1.0,1.0,2,0.07792207792207792
jahuwaldt.plot.Triangle2Symbol,180,46706,9,2,1.0,1.0,1.0,1.0,2,0.0
jahuwaldt.plot.BoxULSymbol,180,45641,12,3,1.0,1.0,1.0,1.0,2,0.04245283018867924
jahuwaldt.plot.BoxURSymbol,180,49138,9,2,1.0,1.0,1.0,1.0,2,0.0
module.Loader,180,191748,3,2,0.3333333333333333,0.2,1.0,0.05,1,0.0
jahuwaldt.plot.ThinRect2Symbol,180,46673,11,3,1.0,1.0,1.0,1.0,2,0.03864734299516908
module.AbstractModule,180,212745,1,1,0.03,0.018867924528301886,0.0,0.0,0,0.0
jahuwaldt.plot.DiamondSymbol,180,47356,13,3,1.0,1.0,1.0,1.0,2,0.11864406779661017
module.ModuleUnloadException,180,221082,9,5,0.6666666666666666,1.0,1.0,1.0,0,1.0
jahuwaldt.plot.BoxLRSymbol,180,50869,12,3,1.0,1.0,1.0,1.0,2,0.0330188679245283
net.sf.xisemele.impl.FormatterProviderImpl,180,21801,8,2,1.0,1.0,1.0,1.0,0,1.0
jahuwaldt.plot.TabUpSymbol,180,44981,10,2,1.0,1.0,1.0,1.0,2,0.0
module.ClientNetworkModule,180,213857,2,2,0.0,0.08695652173913043,1.0,0.0,2,0.0
net.sf.xisemele.impl.NullErrorHandler,180,15579,11,3,1.0,1.0,1.0,1.0,0,1.0
module.Logger,180,216562,1,1,0.0,0.017241379310344827,1.0,0.0,1,0.0
module.IRCProxyModule,180,219010,3,2,0.0,0.03076923076923077,0.0,0.0,2,0.0
module.GameModule,180,216796,1,1,0.0,0.005988023952095809,0.0,0.0,1,0.0
module.ConfigModule,180,215428,3,2,0.0,0.0392156862745098,0.0,0.0,2,0.0
module.ServerNetworkModule,180,216521,1,1,0.0,0.029411764705882353,0.0,0.0,1,0.0
net.sf.xisemele.impl.WithinContextImpl,180,12767,7,3,1.0,1.0,1.0,1.0,0,0.6666666666666666
module.BasicMessageRules,180,213584,6,2,0.375,0.13333333333333333,0.5,0.07407407407407407,1,0.07407407407407407
module.Connection,180,217152,2,1,0.0967741935483871,0.09090909090909091,0.0,0.0,1,0.0
module.ModuleLoadException,180,215507,5,3,0.875,1.0,1.0,1.0,0,1.0
jahuwaldt.plot.ContourAttrib,180,191562,10,4,0.8333333333333334,1.0,0.8,1.0,0,1.0
jahuwaldt.plot.ContourPath,180,201572,63,17,0.9130434782608695,1.0,0.8235294117647058,1.0,2,0.8
jahuwaldt.plot.PlotPanel,180,217841,1,1,0.0,0.25,0.0,0.0,1,0.0
jahuwaldt.plot.SimplePlotXY,180,228711,79,22,0.34285714285714286,0.3076923076923077,0.5428571428571428,0.1790633608815427,4,0.07268170426065163
jahuwaldt.plot.PlotSymbol,180,224217,39,13,0.8947368421052632,1.0,0.5581395348837209,1.0,1,1.0
module.Message,180,359445,802,82,0.9594594594594594,0.972972972972973,0.6206896551724138,0.9900990099009901,3,0.8836206896551724
sbmlreader2.AddToClasspath,180,16982,9,7,1.0,1.0,1.0,1.0,0,1.0
jahuwaldt.plot.PlotXAxis,180,220091,77,13,0.45454545454545453,0.7209302325581395,1.0,0.5513698630136986,3,0.1232876712328767
jahuwaldt.plot.ContourPlot,180,228093,65,11,0.9661016949152542,1.0,0.5,0.9796511627906976,7,0.2857142857142857
jahuwaldt.plot.PolygonSymbol,180,216993,2,1,0.14285714285714285,0.2,1.0,0.0,1,0.0
jahuwaldt.plot.PlotRun,180,230649,132,42,0.9761904761904762,1.0,0.68,0.984375,17,0.8360655737704918
jahuwaldt.plot.CircleSymbol,180,217395,2,1,0.14285714285714285,0.2,1.0,0.0,1,0.0
jahuwaldt.plot.SquareSymbol,180,212219,2,1,0.14285714285714285,0.2,1.0,0.0,1,0.0
jahuwaldt.plot.PlotWindow,180,213931,2,2,0.034482758620689655,0.25,1.0,0.0038461538461538464,2,0.0
jahuwaldt.plot.XSymbol,180,213504,2,1,0.08333333333333333,0.2,1.0,0.0,1,0.0
jahuwaldt.plot.PlotDatum,180,231791,72,26,0.9591836734693877,1.0,0.7105263157894737,1.0,0,0.8813559322033898
net.sf.xisemele.impl.FactoryImpl,180,204144,87,30,0.9347826086956522,1.0,0.45614035087719296,1.0,10,0.5555555555555556
net.sf.xisemele.impl.MessageImpl,180,190502,6,2,1.0,1.0,0.0,1.0,2,0.0
net.sf.xisemele.impl.OperationsImpl,180,203821,135,38,0.8857142857142857,0.6285714285714286,0.42,0.5441176470588235,18,0.4264705882352941
net.sf.xisemele.impl.XisemeleFactory,180,190380,2,2,1.0,1.0,0.5,1.0,0,1.0
jahuwaldt.plot.PlotYAxis,180,284628,143,31,0.52,0.625,1.0,0.6940836940836941,3,0.06581632653061224
net.sf.xisemele.impl.ValueImpl,180,210306,147,46,1.0,1.0,0.34545454545454546,1.0,25,0.75
net.sf.xisemele.impl.OperationsHelperImpl,180,197281,48,12,0.7272727272727273,0.5555555555555556,0.6875,0.35714285714285715,5,0.2857142857142857
net.sf.xisemele.impl.WriterImpl,180,194016,22,10,0.5652173913043478,1.0,0.0,0.75,10,0.0
net.sf.xisemele.impl.WriterEditorImpl,180,195641,40,8,0.23809523809523808,0.1875,0.375,0.16666666666666666,5,0.0
net.sf.xisemele.impl.EditorImpl,180,198976,44,21,0.5454545454545454,1.0,0.0,0.75,21,0.0
net.sf.xisemele.impl.DateFormatter,180,195810,19,10,1.0,1.0,0.47619047619047616,1.0,5,1.0
net.sf.xisemele.impl.XisemeleImpl,180,200973,72,17,0.975609756097561,1.0,0.15,0.9882352941176471,4,0.1411764705882353
jahuwaldt.plot.LinearAxisScale,180,328941,47,21,1.0,0.9803921568627451,0.5384615384615384,0.9594594594594594,4,0.10231660231660232
net.sf.xisemele.impl.NullValue,180,196670,36,17,0.8888888888888888,1.0,0.2909090909090909,1.0,0,0.0
net.sf.xisemele.impl.ReaderImpl,180,202799,62,17,1.0,1.0,0.3333333333333333,1.0,7,1.0
net.sf.xisemele.impl.ResultImpl,180,195762,6,3,0.125,0.1111111111111111,0.0,0.0,2,0.0
org.petsoar.security.User,180,17873,28,10,1.0,1.0,1.0,1.0,0,1.0
httpanalyzer.ScreenInputFilter,180,196356,30,6,1.0,1.0,0.6666666666666666,1.0,2,0.8823529411764706
net.sf.xisemele.impl.ElementImpl,180,209159,187,41,0.9032258064516129,0.8636363636363636,0.375,1.0,19,0.0
net.sf.xisemele.impl.ValueListImpl,180,213785,228,49,1.0,1.0,0.6666666666666666,1.0,21,1.0
jahuwaldt.plot.ContourGenerator,180,309155,225,45,0.8709677419354839,0.8016877637130801,0.625,0.95,11,0.07363013698630137
org.petsoar.security.Address,180,18530,40,15,1.0,1.0,1.0,1.0,0,1.0
httpanalyzer.RequestParamsDialog,180,213745,10,7,0.020512820512820513,0.19230769230769232,0.4,0.014388489208633094,4,0.007246376811594203
org.petsoar.security.Name,180,16549,32,12,1.0,1.0,1.0,1.0,0,1.0
httpanalyzer.Base64Transformer,180,213543,2,2,0.02197802197802198,0.23076923076923078,1.0,0.0,1,0.0
httpanalyzer.NotesDialog,180,206601,2,2,0.04878048780487805,0.3333333333333333,0.0,0.0,1,0.0
com.pmdesigns.jvc.tools.JVCGenerator,180,194624,26,11,0.2713178294573643,0.27380952380952384,1.0,0.2607449856733524,1,0.08882521489971347
httpanalyzer.MD5Dialog,180,212057,2,2,0.020202020202020204,0.1875,1.0,0.0,1,0.0
httpanalyzer.CryptDesDialog,180,213089,10,5,0.015873015873015872,0.1875,1.0,0.0,4,0.0
com.pmdesigns.jvc.tools.TokenMgrError,180,201611,20,17,0.9459459459459459,0.96875,0.6666666666666666,0.978021978021978,3,0.9340659340659341
module.Kernel,180,453429,217,11,0.21333333333333335,0.17543859649122806,0.04878048780487805,0.03333333333333333,0,0.01098901098901099
com.pmdesigns.jvc.tools.HtmlEncoder,180,198903,7,7,0.96,0.9047619047619048,0.6666666666666666,0.9572649572649573,1,0.7435897435897436
com.pmdesigns.jvc.tools.ParseException,180,205878,46,15,0.8676470588235294,0.8666666666666667,0.6666666666666666,0.9307692307692308,3,0.5769230769230769
com.pmdesigns.jvc.tools.JVCBootstrapGenerator,180,209461,48,20,1.0,0.975,1.0,0.9457364341085271,3,0.3875968992248062
httpanalyzer.IntelSaveDialog,180,217829,5,5,0.0873015873015873,0.3,0.3333333333333333,0.15625,2,0.031746031746031744
com.pmdesigns.jvc.tools.Token,180,193137,11,7,1.0,0.875,0.6666666666666666,1.0,0,0.8333333333333334
sbmlreader2.SBMLReaderPlugin2,180,192236,1,1,0.0,0.3333333333333333,1.0,0.0,1,0.0
org.asphodel.parser.ContentParserException,180,16933,5,2,1.0,1.0,1.0,1.0,0,1.0
org.asphodel.search.QueryCommand,180,20776,40,16,1.0,1.0,1.0,1.0,0,1.0
org.asphodel.index.PlainTextStringContent,180,11384,6,3,1.0,1.0,1.0,1.0,0,1.0
org.asphodel.FtrConstants,180,6576,1,1,1.0,1.0,1.0,1.0,0,1.0
net.sourceforge.schemaspy.view.HtmlMultipleSchemasIndexPage,180,192749,18,6,0.16831683168316833,0.13043478260869565,0.5,0.35,4,0.0
net.sourceforge.schemaspy.view.HtmlRoutinesPage,180,191877,6,3,0.043010752688172046,0.058823529411764705,0.5,0.037037037037037035,2,0.018518518518518517
net.sourceforge.schemaspy.view.HtmlConstraintsPage,180,192902,10,4,0.043795620437956206,0.1724137931034483,0.5,0.0380952380952381,3,0.009523809523809525
net.sourceforge.schemaspy.view.TextFormatter,180,193130,7,2,0.5,0.42857142857142855,0.5,0.16666666666666666,1,0.16666666666666666
net.sourceforge.schemaspy.view.HtmlOrphansPage,180,194220,5,2,0.09433962264150944,0.15,0.5,0.07317073170731707,0,0.07317073170731707
net.sourceforge.schemaspy.view.HtmlAnomaliesPage,180,192097,7,3,0.02403846153846154,0.07142857142857142,0.5,0.02127659574468085,2,0.0070921985815602835
net.sourceforge.schemaspy.view.HtmlColumnsPage,180,195203,15,7,0.1927710843373494,0.07272727272727272,0.4,0.053763440860215055,4,0.021505376344086023
org.asphodel.AsphodelConfig,180,71098,25,9,1.0,1.0,1.0,1.0,2,1.0
net.sourceforge.schemaspy.view.HtmlTableDiagrammer,180,194542,2,1,0.09523809523809523,0.2222222222222222,0.5,0.16666666666666666,0,0.16666666666666666
lotus.core.phases.CleanupPhase,180,10836,2,1,1.0,1.0,1.0,1.0,0,1.0
net.sourceforge.schemaspy.view.DotFormatter,180,220620,132,18,0.5730337078651685,0.36619718309859156,0.1,0.746031746031746,5,0.031746031746031744
lotus.core.phases.EndOfTurnPhase,180,10303,2,1,1.0,1.0,1.0,1.0,0,1.0
lotus.core.phases.PlayerChangePhase,180,10292,2,1,1.0,1.0,1.0,1.0,0,1.0
lotus.core.phases.CombatEndPhase,180,10171,2,1,1.0,1.0,1.0,1.0,0,1.0
net.sourceforge.schemaspy.view.DefaultSqlFormatter,180,199784,25,9,0.5125,0.5128205128205128,0.14814814814814814,0.78515625,4,0.09765625
ch.bfh.egov.nutzenportfolio.tos.Customizing,180,17389,46,14,1.0,1.0,1.0,1.0,0,1.0
net.sourceforge.schemaspy.view.StyleSheet,180,209347,68,25,0.9719626168224299,0.9655172413793104,0.3448275862068966,0.9158878504672897,1,0.7058823529411765
net.sourceforge.schemaspy.view.HtmlFormatter,180,208715,104,37,0.46464646464646464,0.336283185840708,0.44,0.5431472081218274,11,0.050761421319796954
ch.bfh.egov.nutzenportfolio.tos.Projektgruppe,180,22415,59,18,1.0,1.0,1.0,1.0,0,1.0
ch.bfh.egov.nutzenportfolio.tos.StrategischesZiel,180,27475,82,25,1.0,1.0,1.0,1.0,0,1.0
httpanalyzer.Password,180,326150,8,8,0.8416666666666667,0.8035714285714286,0.16666666666666666,0.9640179910044977,4,0.06446776611694154
net.sourceforge.schemaspy.view.HtmlDiagramFormatter,180,194751,3,1,0.5909090909090909,0.4444444444444444,0.2,0.5,0,0.0
net.sourceforge.schemaspy.view.WriteStats,180,195518,19,7,0.631578947368421,0.5,0.3333333333333333,0.2608695652173913,3,0.18518518518518517
ch.bfh.egov.nutzenportfolio.tos.Resultat,180,19924,58,18,1.0,1.0,1.0,1.0,0,1.0
ch.bfh.egov.nutzenportfolio.tos.Benutzer,180,20050,44,14,1.0,1.0,1.0,1.0,0,1.0
net.sourceforge.schemaspy.view.ImageWriter,180,192408,9,3,0.75,1.0,0.5,1.0,0,0.42857142857142855
net.sourceforge.schemaspy.view.HtmlTablePage,180,198534,11,4,0.034383954154727794,0.049689440993788817,0.16666666666666666,0.11604095563139932,3,0.003289473684210526
com.pmdesigns.jvc.tools.JVCParserTokenManager,180,296298,143,29,0.20606060606060606,0.30172777075431945,0.5,0.18504672897196262,5,0.050482703137570396
ch.bfh.egov.nutzenportfolio.tos.Projektattraktivitaet,180,24756,92,27,1.0,1.0,1.0,1.0,0,1.0
net.sourceforge.schemaspy.view.HtmlMainIndexPage,180,195336,14,5,0.15767634854771784,0.06060606060606061,0.5,0.29797979797979796,3,0.005050505050505051
net.sourceforge.schemaspy.view.DotConnectorFinder,180,194772,5,3,0.125,0.023255813953488372,0.07142857142857142,0.0,3,0.0
net.sourceforge.schemaspy.view.XmlTableFormatter,180,194157,11,2,0.048,0.05263157894736842,0.5,0.02112676056338028,1,0.0
ch.bfh.egov.nutzenportfolio.tos.Auswahlfeld,180,49047,166,49,1.0,1.0,1.0,1.0,0,1.0
ch.bfh.egov.nutzenportfolio.tos.Kategorie,180,28699,97,29,1.0,1.0,1.0,1.0,0,1.0
net.sourceforge.schemaspy.view.DotNode,180,209332,56,16,0.77,0.631578947368421,0.0625,1.0,5,0.5757575757575758
ch.bfh.egov.nutzenportfolio.tos.NaOpNu,180,36238,149,44,1.0,1.0,1.0,1.0,0,1.0
org.petsoar.security.DefaultUserAccessor,180,198137,48,11,0.8333333333333334,1.0,1.0,0.875,5,0.625
framework.persistence.jdbc.ViewBeanInfo,180,187922,2,1,0.9545454545454546,1.0,0.3333333333333333,1.0,0,0.28
de.beiri22.stringincrementor.relativestring.StringLink,180,194829,30,12,0.7619047619047619,1.0,0.7333333333333333,1.0,1,0.6862745098039216
de.beiri22.stringincrementor.helper.StringFromFile,180,193972,13,6,1.0,1.0,0.3333333333333333,0.6666666666666666,1,0.3333333333333333
de.beiri22.stringincrementor.StringIncrementor,180,205360,49,24,0.8596491228070176,0.8571428571428571,0.6,0.8271028037383178,11,0.3644859813084112
de.beiri22.stringincrementor.helper.ExtBoolArray,180,200980,22,10,1.0,1.0,0.8,0.9565217391304348,4,0.7916666666666666
ghm.follow.search.LineResult,180,198702,45,13,1.0,1.0,0.6428571428571429,0.9545454545454546,3,0.8208955223880597
nu.staldal.lagoon.core.Transform,180,14084,1,1,1.0,1.0,1.0,1.0,0,1.0
ghm.follow.search.SearchEngine,180,201106,38,18,1.0,1.0,0.6666666666666666,0.9481481481481482,3,0.35714285714285715
nu.staldal.lagoon.core.Format,180,17093,1,1,1.0,1.0,1.0,1.0,0,1.0
ghm.follow.search.WordResult,180,193683,33,10,1.0,1.0,0.6666666666666666,0.9911504424778761,0,0.8702290076335878
com.pmdesigns.jvc.tools.SimpleCharStream,180,393231,1321,140,0.9020618556701031,0.8494623655913979,0.6060606060606061,0.8639200998751561,35,0.0658193372673627
ghm.follow.search.ClearHighlights,180,210996,2,1,0.625,1.0,1.0,1.0,1,1.0
ghm.follow.search.ClearAllHighlights,180,213240,2,1,0.5555555555555556,0.3333333333333333,1.0,0.0,1,0.0
org.asphodel.index.StreamContent,180,186259,0,0,0.0,0.0,0.0,1.0,0,1.0
org.asphodel.index.IndexeeContent,180,186651,2,1,1.0,1.0,0.0,1.0,1,1.0
org.asphodel.index.HtmlStringContent,180,188869,2,1,0.8,1.0,0.0,1.0,1,1.0
ghm.follow.search.FindDialog,180,216542,6,5,0.0,0.02857142857142857,0.0,0.0,5,0.0
org.asphodel.index.InputStreamContent,180,192725,6,1,1.0,1.0,0.3333333333333333,1.0,0,1.0
ghm.follow.search.Find,180,211795,2,1,0.4,0.3333333333333333,1.0,0.2777777777777778,1,0.0
nu.staldal.lagoon.core.LagoonException,180,10001,1,1,1.0,1.0,1.0,1.0,0,1.0
org.asphodel.index.Indexee,180,193807,31,10,1.0,1.0,0.9090909090909091,1.0,0,1.0
nu.staldal.lagoon.core.AuthenticationMissingException,180,11654,1,1,1.0,1.0,1.0,1.0,0,1.0
nu.staldal.lagoon.core.AuthenticationException,180,11768,1,1,1.0,1.0,1.0,1.0,0,1.0
nu.staldal.lagoon.core.Source,180,16853,1,1,1.0,1.0,1.0,1.0,0,1.0
nu.staldal.lagoon.core.PartEntry,180,34611,12,4,1.0,1.0,1.0,1.0,1,1.0
nu.staldal.lagoon.core.Parse,180,19588,1,1,1.0,1.0,1.0,1.0,0,1.0
de.beiri22.stringincrementor.relativestring.RelativeString,180,273781,109,27,1.0,1.0,0.7083333333333334,0.9705882352941176,9,0.5058823529411764
com.gbshape.dbe.struts.bean.DataBaseBean,180,10674,8,3,1.0,1.0,1.0,1.0,0,1.0
lotus.core.phases.UpkeepPhase,180,189760,2,1,0.6666666666666666,1.0,1.0,1.0,1,1.0
lotus.core.phases.DrawPhase,180,189308,5,1,0.8,1.0,1.0,1.0,1,1.0
lotus.core.phases.Phase,180,190429,3,2,0.7142857142857143,0.5,1.0,1.0,1,0.0
lotus.core.phases.Main1Phase,180,189729,2,1,0.6666666666666666,1.0,1.0,1.0,1,1.0
net.sourceforge.shp2kml.KMLObject,180,14563,12,5,1.0,1.0,1.0,1.0,0,0.48
de.beiri22.stringincrementor.helper.IndexedString,180,276261,28,9,1.0,0.95,1.0,0.9176954732510288,4,0.5708955223880597
lotus.core.phases.DeclareAttackersPhase,180,190222,2,1,0.2,0.14285714285714285,1.0,0.0,1,0.0
lotus.core.phases.DeclareBlockersPhase,180,190206,6,1,0.625,1.0,1.0,1.0,1,0.0
lotus.core.phases.Main2Phase,180,190550,2,1,0.6666666666666666,1.0,1.0,1.0,1,1.0
lotus.core.phases.CombatBeginningPhase,180,190068,2,1,0.75,1.0,1.0,1.0,1,1.0
lotus.core.phases.UntapPhase,180,190523,8,1,0.5555555555555556,0.8,1.0,0.3333333333333333,0,0.0
com.gbshape.dbe.struts.bean.TableBean,180,13478,21,8,1.0,1.0,1.0,1.0,0,0.6
com.gbshape.dbe.struts.bean.DataTypeBean,180,26267,63,24,1.0,1.0,1.0,1.0,0,0.8
com.gbshape.dbe.struts.bean.ViewStatusBean,180,11418,8,3,1.0,1.0,1.0,1.0,0,1.0
com.gbshape.dbe.struts.bean.ViewColumnBean,180,16842,24,9,1.0,1.0,1.0,1.0,0,1.0
com.gbshape.dbe.struts.bean.NonSelectResultBean,180,16804,8,3,1.0,1.0,1.0,1.0,0,1.0
com.mytdev.resources4j.impl.EmbeddedResourcesBundleLoader,180,191884,5,4,0.75,1.0,1.0,1.0,2,1.0
